path=/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,fileName=20210303_WTMBT_D2_9_LD1.mp4,width=1296.0,height=972.0,aspectRatio=0.75,fps=30.00030000854758,numFrames=54079,numSeconds=1802.62,numEvents=95,videoFileNote=,
index,path,cSeconds,cDate,cTime,typeNum,typeStr,frameStart,frameStop,numFrames,sStart,sStop,numSeconds,chunkIndex,rChunkIndex,note,
0,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648068.888651,2021-06-02,11:34:28,4,d,1012,,None,33.73,,None,274,65,,,
1,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648089.353591,2021-06-02,11:34:49,5,e,1063,,None,35.43,,None,274,65,,,
2,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648366.4336839,2021-06-02,11:39:26,7,g,22049,,None,734.96,,None,284,79,,,
3,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648367.1072252,2021-06-02,11:39:27,1,a,22062,,None,735.39,,None,284,79,,,
4,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648367.299231,2021-06-02,11:39:27,2,b,22064,,None,735.46,,None,284,79,,,
5,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648676.860385,2021-06-02,11:44:36,8,h,25890,,None,862.99,,None,283,95,,,
6,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648677.400395,2021-06-02,11:44:37,1,a,25900,,None,863.32,,None,283,95,,,
7,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622648677.5664809,2021-06-02,11:44:37,2,b,25901,,None,863.36,,None,283,95,,,
8,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622652046.705714,2021-06-02,12:40:46,1,a,22531,,None,751.03,,None,282,259,,,
9,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622652046.86088,2021-06-02,12:40:46,2,b,22532,,None,751.06,,None,282,259,,,
10,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622652054.669518,2021-06-02,12:40:54,7,g,22704,,None,756.79,,None,282,259,,,
11,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622652173.3766952,2021-06-02,12:42:53,8,h,24945,,None,831.49,,None,288,267,,,
12,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622652174.009307,2021-06-02,12:42:54,1,a,24957,,None,831.89,,None,288,267,,,
13,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_9_LD1.mp4,1622652174.209322,2021-06-02,12:42:54,2,b,24959,,None,831.96,,None,288,267,,,
