path=/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,fileName=20201216_WTMBT_D2_1_LD5.mp4,width=1296.0,height=972.0,aspectRatio=0.75,fps=30.0003000057191,numFrames=55167,numSeconds=1838.88,numEvents=98,videoFileNote=,
index,path,cSeconds,cDate,cTime,typeNum,typeStr,frameStart,frameStop,numFrames,sStart,sStop,numSeconds,chunkIndex,rChunkIndex,note,
0,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622647384.90896,2021-06-02,11:23:04,1,a,18913,,None,630.43,,None,677,39,,,
1,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622647385.558998,2021-06-02,11:23:05,2,b,18924,,None,630.79,,None,677,39,,,
2,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622647386.752405,2021-06-02,11:23:06,7,g,18947,,None,631.56,,None,677,39,,,
3,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622648409.3628402,2021-06-02,11:40:09,7,g,9637,,None,321.23,,None,664,81,,,
4,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622648410.711374,2021-06-02,11:40:10,1,a,9649,,None,321.63,,None,664,81,,,
5,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622648411.141691,2021-06-02,11:40:11,2,b,9656,,None,321.86,,None,664,81,,,
6,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622648416.922875,2021-06-02,11:40:16,4,d,9782,,None,326.06,,None,664,81,,,
7,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622648420.162566,2021-06-02,11:40:20,5,e,9851,,None,328.36,,None,664,81,,,
8,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649090.812361,2021-06-02,11:51:30,1,a,3326,,None,110.87,,None,667,114,,,
9,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649090.956314,2021-06-02,11:51:30,2,b,3326,,None,110.87,,None,667,114,,,
10,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649099.8264608,2021-06-02,11:51:39,8,h,3379,,None,112.63,,None,667,114,,,
11,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649185.0518441,2021-06-02,11:53:05,7,g,13824,,None,460.8,,None,666,119,,,
12,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649185.958328,2021-06-02,11:53:05,1,a,13841,,None,461.36,,None,666,119,,,
13,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649186.1194618,2021-06-02,11:53:06,2,b,13842,,None,461.4,,None,666,119,,,
14,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649445.888066,2021-06-02,11:57:25,8,h,1263,,None,42.1,,None,661,133,,,
15,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649447.890775,2021-06-02,11:57:27,4,d,1305,,None,43.5,,None,661,133,,,
16,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649451.3781362,2021-06-02,11:57:31,3,c,1380,,None,46.0,,None,661,133,,,
17,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622649473.213995,2021-06-02,11:57:53,5,e,1321,,None,44.03,,None,661,133,,,
18,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622650291.3240168,2021-06-02,12:11:31,7,g,42636,,None,1421.19,,None,688,174,,,
19,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622650295.607061,2021-06-02,12:11:35,1,a,42729,,None,1424.29,,None,688,174,,,
20,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622650295.74441,2021-06-02,12:11:35,2,b,42729,,None,1424.29,,None,688,174,,,
21,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622651155.348154,2021-06-02,12:25:55,8,h,394,,None,13.13,,None,662,215,,,
22,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201216_WTMBT_D2_1_LD5.mp4,1622651163.1775858,2021-06-02,12:26:03,4,d,567,,None,18.9,,None,662,215,,,
