path=/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,fileName=20210303_WTMBT_D2_10_LD1.mp4,width=1296.0,height=972.0,aspectRatio=0.75,fps=30.00030000300003,numFrames=54040,numSeconds=1801.32,numEvents=92,videoFileNote=,
index,path,cSeconds,cDate,cTime,typeNum,typeStr,frameStart,frameStop,numFrames,sStart,sStop,numSeconds,chunkIndex,rChunkIndex,note,
0,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622646582.2022378,2021-06-02,11:09:42,2,b,3613,,None,120.43,,None,308,12,,,
1,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622646585.589462,2021-06-02,11:09:45,8,h,3686,,None,122.87,,None,308,12,,,
2,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647023.047081,2021-06-02,11:17:03,1,a,3606,,None,120.2,,None,308,12,,,
3,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647400.297246,2021-06-02,11:23:20,1,a,36314,,None,1210.45,,None,321,40,,,
4,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647401.309526,2021-06-02,11:23:21,2,b,36334,,None,1211.12,,None,321,40,,,
5,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647402.035952,2021-06-02,11:23:22,7,g,36348,,None,1211.59,,None,321,40,,,
6,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647899.3032901,2021-06-02,11:31:39,1,a,45916,,None,1530.52,,None,325,57,,,
7,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647899.5745852,2021-06-02,11:31:39,2,b,45920,,None,1530.65,,None,325,57,,,
8,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647900.198163,2021-06-02,11:31:40,7,g,45931,,None,1531.02,,None,325,57,,,
9,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647960.385268,2021-06-02,11:32:40,1,a,17114,,None,570.46,,None,306,59,,,
10,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647960.567889,2021-06-02,11:32:40,2,b,17116,,None,570.53,,None,306,59,,,
11,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622647961.4246058,2021-06-02,11:32:41,8,h,17133,,None,571.09,,None,306,59,,,
12,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622649235.720864,2021-06-02,11:53:55,8,h,6639,,None,221.3,,None,309,122,,,
13,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622649236.5772958,2021-06-02,11:53:56,1,a,6655,,None,221.83,,None,309,122,,,
14,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622649236.748343,2021-06-02,11:53:56,2,b,6656,,None,221.86,,None,309,122,,,
15,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622649320.1045702,2021-06-02,11:55:20,8,h,23426,,None,780.86,,None,317,126,,,
16,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622649327.155286,2021-06-02,11:55:27,1,a,23581,,None,786.03,,None,317,126,,,
17,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622649327.6998432,2021-06-02,11:55:27,2,b,23590,,None,786.33,,None,317,126,,,
18,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622650079.2987678,2021-06-02,12:07:59,4,d,1668,,None,55.6,,None,304,163,,,
19,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622650081.335635,2021-06-02,12:08:01,5,e,1710,,None,57.0,,None,304,163,,,
20,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622650082.392637,2021-06-02,12:08:02,3,c,1730,,None,57.67,,None,304,163,,,
21,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622651370.264096,2021-06-02,12:29:30,1,a,47432,,None,1581.05,,None,320,226,,,
22,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622651370.464763,2021-06-02,12:29:30,2,b,47434,,None,1581.12,,None,320,226,,,
23,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622651399.5689678,2021-06-02,12:29:59,7,g,47515,,None,1583.82,,None,320,226,,,
24,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622651470.290296,2021-06-02,12:31:10,1,a,18618,,None,620.59,,None,311,230,,,
25,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622651470.435669,2021-06-02,12:31:10,2,b,18619,,None,620.63,,None,311,230,,,
26,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622651479.586425,2021-06-02,12:31:19,8,h,18821,,None,627.36,,None,311,230,,,
27,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622652061.6669068,2021-06-02,12:41:01,8,h,3327,,None,110.9,,None,300,260,,,
28,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622652062.754123,2021-06-02,12:41:02,1,a,3349,,None,111.63,,None,300,260,,,
29,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622652062.9598532,2021-06-02,12:41:02,2,b,3351,,None,111.7,,None,300,260,,,
30,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622652091.973613,2021-06-02,12:41:31,1,a,23129,,None,770.96,,None,315,262,,,
31,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622652092.1192489,2021-06-02,12:41:32,2,b,23130,,None,770.99,,None,315,262,,,
32,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622652093.278677,2021-06-02,12:41:33,8,h,23153,,None,771.76,,None,315,262,,,
33,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622654034.29235,2021-06-02,13:13:54,1,a,28532,,None,951.06,,None,319,289,,,
34,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622654034.700156,2021-06-02,13:13:54,2,b,28539,,None,951.29,,None,319,289,,,
35,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622654036.103998,2021-06-02,13:13:56,7,g,28568,,None,952.26,,None,319,289,,,
36,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20210303_WTMBT_D2_10_LD1.mp4,1622655668.933585,2021-06-02,13:41:08,3,c,2180,,None,72.67,,None,301,357,,,
