path=/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,fileName=20201221_WTMBT_B6_5_LD1.mp4,width=1296.0,height=972.0,aspectRatio=0.75,fps=30.000300005774164,numFrames=54072,numSeconds=1802.38,numEvents=59,videoFileNote=,
index,path,cSeconds,cDate,cTime,typeNum,typeStr,frameStart,frameStop,numFrames,sStart,sStop,numSeconds,chunkIndex,rChunkIndex,note,
0,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622646599.436961,2021-06-02,11:09:59,7,g,18049,,None,601.63,,None,190,13,,,
1,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622647326.4430232,2021-06-02,11:22:06,7,g,16209,,None,540.29,,None,180,38,,,
2,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648570.9875782,2021-06-02,11:42:50,7,g,11815,,None,393.83,,None,181,91,,,
3,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648583.406951,2021-06-02,11:43:03,1,a,11889,,None,396.3,,None,181,91,,,
4,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648864.8983092,2021-06-02,11:47:44,1,a,42015,,None,1400.49,,None,204,106,,,
5,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648865.040311,2021-06-02,11:47:45,2,b,42016,,None,1400.52,,None,204,106,,,
6,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648865.7841809,2021-06-02,11:47:45,7,g,42030,,None,1400.99,,None,204,106,,,
7,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648873.88675,2021-06-02,11:47:53,5,e,42209,,None,1406.95,,None,204,106,,,
8,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622648874.4452732,2021-06-02,11:47:54,4,d,42219,,None,1407.29,,None,204,106,,,
9,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649112.782763,2021-06-02,11:51:52,1,a,6033,,None,201.1,,None,184,115,,,
10,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649113.393704,2021-06-02,11:51:53,2,b,6044,,None,201.46,,None,184,115,,,
11,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649114.1561909,2021-06-02,11:51:54,8,h,6058,,None,201.93,,None,184,115,,,
12,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649368.309775,2021-06-02,11:56:08,1,a,52819,,None,1760.62,,None,203,128,,,
13,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649368.490956,2021-06-02,11:56:08,2,b,52821,,None,1760.68,,None,203,128,,,
14,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649370.303272,2021-06-02,11:56:10,8,h,52859,,None,1761.95,,None,203,128,,,
15,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649564.539326,2021-06-02,11:59:24,1,a,38723,,None,1290.75,,None,200,138,,,
16,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622649565.9823449,2021-06-02,11:59:25,7,g,38751,,None,1291.69,,None,200,138,,,
17,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622651189.9121668,2021-06-02,12:26:29,1,a,45027,,None,1500.88,,None,209,217,,,
18,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622651190.041145,2021-06-02,12:26:30,2,b,45027,,None,1500.88,,None,209,217,,,
19,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622651191.279745,2021-06-02,12:26:31,4,d,45052,,None,1501.72,,None,209,217,,,
20,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622651191.470249,2021-06-02,12:26:31,5,e,45053,,None,1501.75,,None,209,217,,,
21,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622652015.6443908,2021-06-02,12:40:15,7,g,29853,,None,995.09,,None,193,257,,,
22,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622652107.050796,2021-06-02,12:41:47,7,g,12944,,None,431.46,,None,185,263,,,
23,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622654054.587393,2021-06-02,13:14:14,7,g,15708,,None,523.59,,None,183,290,,,
24,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622654716.453726,2021-06-02,13:25:16,7,g,8744,,None,291.46,,None,188,313,,,
25,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622654721.692528,2021-06-02,13:25:21,1,a,8858,,None,295.26,,None,188,313,,,
26,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622655883.585424,2021-06-02,13:44:43,7,g,28541,,None,951.36,,None,194,370,,,
27,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622656266.4405172,2021-06-02,13:51:06,7,g,26472,,None,882.39,,None,198,390,,,
28,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622657247.166122,2021-06-02,14:07:27,1,a,53126,,None,1770.85,,None,207,434,,,
29,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622657247.3343732,2021-06-02,14:07:27,2,b,53127,,None,1770.88,,None,207,434,,,
30,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622657254.298817,2021-06-02,14:07:34,8,h,53280,,None,1775.98,,None,207,434,,,
31,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622657820.177731,2021-06-02,14:17:00,7,g,36937,,None,1231.22,,None,206,467,,,
32,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658128.948575,2021-06-02,14:22:08,4,d,3709,,None,123.63,,None,186,480,,,
33,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658129.365783,2021-06-02,14:22:09,5,e,3715,,None,123.83,,None,186,480,,,
34,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658132.4449332,2021-06-02,14:22:12,7,g,3781,,None,126.03,,None,186,480,,,
35,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658283.110368,2021-06-02,14:24:43,7,g,36051,,None,1201.69,,None,208,487,,,
36,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658397.96256,2021-06-02,14:26:37,1,a,21657,,None,721.89,,None,196,493,,,
37,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658398.208902,2021-06-02,14:26:38,2,b,21659,,None,721.96,,None,196,493,,,
38,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201221_WTMBT_B6_5_LD1.mp4,1622658398.9745479,2021-06-02,14:26:38,7,g,21673,,None,722.43,,None,196,493,,,
