path=/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,fileName=20201217_WTMBT_B6_1_LD3.mp4,width=1296.0,height=972.0,aspectRatio=0.75,fps=30.000300018861616,numFrames=18914,numSeconds=630.46,numEvents=91,videoFileNote=,
index,path,cSeconds,cDate,cTime,typeNum,typeStr,frameStart,frameStop,numFrames,sStart,sStop,numSeconds,chunkIndex,rChunkIndex,note,
0,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622647642.170193,2021-06-02,11:27:22,1,a,4821,,None,160.7,,None,437,53,,,
1,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622647642.560631,2021-06-02,11:27:22,2,b,4827,,None,160.9,,None,437,53,,,
2,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622647648.601173,2021-06-02,11:27:28,8,h,4960,,None,165.33,,None,437,53,,,
3,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622649531.622764,2021-06-02,11:58:51,7,g,9625,,None,320.83,,None,436,136,,,
4,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622649532.075074,2021-06-02,11:58:52,1,a,9633,,None,321.1,,None,436,136,,,
5,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622649532.240035,2021-06-02,11:58:52,2,b,9634,,None,321.13,,None,436,136,,,
6,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622650364.413975,2021-06-02,12:12:44,8,h,11218,,None,373.93,,None,441,177,,,
7,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622650365.067827,2021-06-02,12:12:45,1,a,11229,,None,374.3,,None,441,177,,,
8,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622650365.402495,2021-06-02,12:12:45,2,b,11233,,None,374.43,,None,441,177,,,
9,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622650707.563005,2021-06-02,12:18:27,1,a,7224,,None,240.8,,None,429,196,,,
10,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201217_WTMBT_B6_1_LD3.mp4,1622650707.7194738,2021-06-02,12:18:27,2,b,7225,,None,240.83,,None,429,196,,,
