path=/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,fileName=20201214_WTMBT_D2_1_LD3.mp4,width=1296.0,height=972.0,aspectRatio=0.75,fps=30.000300000274834,numFrames=55043,numSeconds=1834.75,numEvents=72,videoFileNote=,
index,path,cSeconds,cDate,cTime,typeNum,typeStr,frameStart,frameStop,numFrames,sStart,sStop,numSeconds,chunkIndex,rChunkIndex,note,
0,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622647470.9339101,2021-06-02,11:24:30,1,a,52516,,None,1750.52,,None,351,44,,,
1,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622647471.248217,2021-06-02,11:24:31,2,b,52520,,None,1750.65,,None,351,44,,,
2,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622647472.0818,2021-06-02,11:24:32,7,g,52536,,None,1751.18,,None,351,44,,,
3,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622649306.571487,2021-06-02,11:55:06,8,h,368,,None,12.27,,None,338,125,,,
4,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622650422.8340101,2021-06-02,12:13:42,8,h,26127,,None,870.89,,None,347,180,,,
5,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622650423.463125,2021-06-02,12:13:43,1,a,26138,,None,871.26,,None,347,180,,,
6,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622650423.590341,2021-06-02,12:13:43,2,b,26138,,None,871.26,,None,347,180,,,
7,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622650506.874816,2021-06-02,12:15:06,8,h,24743,,None,824.76,,None,341,185,,,
8,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622650507.392311,2021-06-02,12:15:07,1,a,24752,,None,825.06,,None,341,185,,,
9,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622650507.588806,2021-06-02,12:15:07,2,b,24753,,None,825.09,,None,341,185,,,
10,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622651908.073864,2021-06-02,12:38:28,7,g,17771,,None,592.36,,None,331,251,,,
11,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622651921.6190138,2021-06-02,12:38:41,8,h,19839,,None,661.29,,None,343,252,,,
12,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622651922.382821,2021-06-02,12:38:42,1,a,19853,,None,661.76,,None,343,252,,,
13,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622651922.619221,2021-06-02,12:38:42,2,b,19855,,None,661.83,,None,343,252,,,
14,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622654280.202049,2021-06-02,13:18:00,1,a,35118,,None,1170.59,,None,342,302,,,
15,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622654280.35057,2021-06-02,13:18:00,2,b,35119,,None,1170.62,,None,342,302,,,
16,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622654288.715326,2021-06-02,13:18:08,4,d,35303,,None,1176.75,,None,342,302,,,
17,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622654288.861217,2021-06-02,13:18:08,5,e,35304,,None,1176.79,,None,342,302,,,
18,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622655408.415504,2021-06-02,13:36:48,8,h,50728,,None,1690.92,,None,354,343,,,
19,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622655408.888418,2021-06-02,13:36:48,1,a,50736,,None,1691.18,,None,354,343,,,
20,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622655409.032724,2021-06-02,13:36:49,2,b,50736,,None,1691.18,,None,354,343,,,
21,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622656233.310124,2021-06-02,13:50:33,1,a,18924,,None,630.79,,None,344,388,,,
22,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622656233.4438558,2021-06-02,13:50:33,2,b,18924,,None,630.79,,None,344,388,,,
23,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622656240.858179,2021-06-02,13:50:40,8,h,19086,,None,636.19,,None,344,388,,,
24,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622656345.6866748,2021-06-02,13:52:25,1,a,48619,,None,1620.62,,None,355,394,,,
25,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622656345.820767,2021-06-02,13:52:25,2,b,48619,,None,1620.62,,None,355,394,,,
26,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622656346.421682,2021-06-02,13:52:26,7,g,48630,,None,1620.98,,None,355,394,,,
27,/Volumes/Samsung_2TB/WTMBT_MERGED_FOR_ANALYSIS/20201214_WTMBT_D2_1_LD3.mp4,1622657476.6791139,2021-06-02,14:11:16,7,g,12030,,None,401.0,,None,336,448,,,
